,S_Pedro,S_Santiago,S_Juan,S_Andrés,S_Bartolomé,S_Tiago,S_Isca,S_Tadeo,S_Mateo,S_Felipe,S_Simón,S_Tomás
2020-09-23 14:23:00,-1.2916666666666667,4.041666666666667,1.9583333333333333,-0.75,-4.666666666666667,-2.625,1.1666666666666667,1.1666666666666667,-4.916666666666667,0.7916666666666666,0.6666666666666666,3.625
2020-09-23 14:24:00,-1.28,4.12,1.84,-0.92,-4.8,-2.68,1.16,1.16,-4.96,0.84,0.64,3.68
2020-09-23 14:25:00,-1.3076923076923077,4.153846153846154,1.6923076923076923,-1.1153846153846154,-4.961538461538462,-2.730769230769231,1.1153846153846154,1.1923076923076923,-4.961538461538462,0.8461538461538461,0.6538461538461539,3.6923076923076925
2020-09-23 14:26:00,-1.2962962962962963,4.148148148148148,1.5185185185185186,-1.3333333333333333,-5.074074074074074,-2.740740740740741,1.037037037037037,1.2222222222222223,-4.962962962962963,0.8518518518518519,0.6666666666666666,3.740740740740741
2020-09-23 14:27:00,-1.3214285714285714,4.142857142857143,1.3928571428571428,-1.5714285714285714,-5.178571428571429,-2.75,1.0,1.2142857142857142,-4.928571428571429,0.8928571428571429,0.6785714285714286,3.75
2020-09-23 14:28:00,-1.3793103448275863,4.172413793103448,1.2413793103448276,-1.8275862068965518,-5.275862068965517,-2.7586206896551726,0.9655172413793104,1.2413793103448276,-4.862068965517241,0.9310344827586207,0.6896551724137931,3.7241379310344827
2020-09-23 14:29:00,-1.4,4.166666666666667,1.0666666666666667,-2.033333333333333,-5.366666666666666,-2.8,0.9,1.2333333333333334,-4.833333333333333,1.0,0.6666666666666666,3.6666666666666665
2020-09-23 14:30:00,-1.4193548387096775,4.161290322580645,0.9354838709677419,-2.225806451612903,-5.419354838709677,-2.806451612903226,0.8064516129032258,1.1935483870967742,-4.774193548387097,1.096774193548387,0.6451612903225806,3.6451612903225805
2020-09-23 14:31:00,-1.4375,4.1875,0.8125,-2.375,-5.4375,-2.78125,0.6875,1.125,-4.6875,1.15625,0.59375,3.59375
2020-09-23 14:32:00,-1.4848484848484849,4.212121212121212,0.696969696969697,-2.515151515151515,-5.424242424242424,-2.757575757575758,0.5757575757575758,1.0606060606060606,-4.606060606060606,1.2424242424242424,0.5454545454545454,3.515151515151515
2020-09-23 14:33:00,-1.5,4.264705882352941,0.6176470588235294,-2.676470588235294,-5.382352941176471,-2.735294117647059,0.47058823529411764,0.9705882352941176,-4.5588235294117645,1.3235294117647058,0.5,3.4411764705882355
2020-09-23 14:34:00,-1.5142857142857142,4.285714285714286,0.5142857142857142,-2.8,-5.314285714285714,-2.742857142857143,0.37142857142857144,0.8857142857142857,-4.485714285714286,1.4285714285714286,0.4857142857142857,3.342857142857143
2020-09-23 14:35:00,-1.5,4.305555555555555,0.4444444444444444,-2.888888888888889,-5.25,-2.7777777777777777,0.25,0.7777777777777778,-4.388888888888889,1.5277777777777777,0.4444444444444444,3.2222222222222223
2020-09-23 14:36:00,-1.4594594594594594,4.297297297297297,0.3783783783783784,-2.972972972972973,-5.162162162162162,-2.810810810810811,0.16216216216216217,0.6486486486486487,-4.27027027027027,1.5945945945945945,0.3783783783783784,3.081081081081081
2020-09-23 14:37:00,-1.4473684210526316,4.2894736842105265,0.3157894736842105,-3.0526315789473686,-5.052631578947368,-2.8684210526315788,0.07894736842105263,0.5,-4.157894736842105,1.631578947368421,0.34210526315789475,2.9473684210526314
2020-09-23 14:38:00,-1.4615384615384615,4.282051282051282,0.2564102564102564,-3.1025641025641026,-4.923076923076923,-2.948717948717949,0.0,0.38461538461538464,-4.0256410256410255,1.6923076923076923,0.3076923076923077,2.8461538461538463
2020-09-23 14:39:00,-1.5,4.25,0.175,-3.125,-4.775,-3.0,-0.05,0.3,-3.875,1.75,0.275,2.775
2020-09-23 14:40:00,-1.5609756097560976,4.2439024390243905,0.12195121951219512,-3.1707317073170733,-4.658536585365853,-3.073170731707317,-0.12195121951219512,0.21951219512195122,-3.731707317073171,1.829268292682927,0.2682926829268293,2.707317073170732
2020-09-23 14:41:00,-1.6428571428571428,4.261904761904762,0.09523809523809523,-3.238095238095238,-4.5476190476190474,-3.1666666666666665,-0.21428571428571427,0.11904761904761904,-3.5952380952380953,1.880952380952381,0.23809523809523808,2.642857142857143
2020-09-23 14:42:00,-1.7209302325581395,4.255813953488372,0.09302325581395349,-3.302325581395349,-4.465116279069767,-3.2325581395348837,-0.3023255813953488,0.046511627906976744,-3.488372093023256,1.9069767441860466,0.23255813953488372,2.604651162790698
2020-09-23 14:43:00,-1.7954545454545454,4.2272727272727275,0.11363636363636363,-3.340909090909091,-4.409090909090909,-3.3181818181818183,-0.4090909090909091,-0.022727272727272728,-3.3863636363636362,1.9318181818181819,0.20454545454545456,2.5681818181818183
2020-09-23 14:44:00,-1.8888888888888888,4.177777777777778,0.13333333333333333,-3.4,-4.377777777777778,-3.422222222222222,-0.5333333333333333,-0.06666666666666667,-3.2888888888888888,1.9777777777777779,0.17777777777777778,2.5555555555555554
2020-09-23 14:45:00,-2.066666666666667,4.2,0.15555555555555556,-3.5555555555555554,-4.444444444444445,-3.6444444444444444,-0.6666666666666666,-0.13333333333333333,-3.2444444444444445,2.0444444444444443,0.13333333333333333,2.6222222222222222
2020-09-23 14:46:00,-2.2666666666666666,4.2,0.15555555555555556,-3.7111111111111112,-4.466666666666667,-3.8222222222222224,-0.8,-0.17777777777777778,-3.1555555555555554,2.088888888888889,0.1111111111111111,2.688888888888889
2020-09-23 14:47:00,-2.422222222222222,4.155555555555556,0.1111111111111111,-3.8666666666666667,-4.488888888888889,-4.0,-0.9111111111111111,-0.2222222222222222,-3.066666666666667,2.1777777777777776,0.13333333333333333,2.7555555555555555
2020-09-23 14:48:00,-2.5555555555555554,4.133333333333334,0.08888888888888889,-4.0,-4.511111111111111,-4.2,-1.0,-0.3111111111111111,-2.9555555555555557,2.2888888888888888,0.13333333333333333,2.7777777777777777
2020-09-23 14:49:00,-2.6444444444444444,4.133333333333334,0.08888888888888889,-4.133333333333334,-4.555555555555555,-4.377777777777778,-1.0888888888888888,-0.4,-2.8444444444444446,2.3555555555555556,0.1111111111111111,2.7777777777777777
2020-09-23 14:50:00,-2.7777777777777777,4.088888888888889,0.044444444444444446,-4.266666666666667,-4.5777777777777775,-4.5777777777777775,-1.2,-0.4888888888888889,-2.7555555555555555,2.4,0.044444444444444446,2.8
2020-09-23 14:51:00,-2.888888888888889,4.044444444444444,0.044444444444444446,-4.4222222222222225,-4.6,-4.777777777777778,-1.3111111111111111,-0.5777777777777777,-2.7111111111111112,2.4444444444444446,-0.022222222222222223,2.8666666666666667
2020-09-23 14:52:00,-3.0,3.977777777777778,0.022222222222222223,-4.555555555555555,-4.6,-4.977777777777778,-1.3777777777777778,-0.6444444444444445,-2.688888888888889,2.488888888888889,-0.1111111111111111,2.888888888888889
2020-09-23 14:53:00,-3.1555555555555554,3.888888888888889,0.022222222222222223,-4.688888888888889,-4.5777777777777775,-5.133333333333334,-1.4444444444444444,-0.7333333333333333,-2.6666666666666665,2.511111111111111,-0.2222222222222222,2.911111111111111
2020-09-23 14:54:00,-3.3333333333333335,3.8444444444444446,0.022222222222222223,-4.844444444444444,-4.555555555555555,-5.311111111111111,-1.511111111111111,-0.7777777777777778,-2.6666666666666665,2.5555555555555554,-0.28888888888888886,2.933333333333333
2020-09-23 14:55:00,-3.533333333333333,3.7555555555555555,0.06666666666666667,-5.0,-4.488888888888889,-5.488888888888889,-1.6,-0.8222222222222222,-2.6666666666666665,2.5555555555555554,-0.37777777777777777,2.9555555555555557
2020-09-23 14:56:00,-3.7777777777777777,3.6444444444444444,0.1111111111111111,-5.2,-4.466666666666667,-5.622222222222222,-1.6666666666666667,-0.8666666666666667,-2.6444444444444444,2.5555555555555554,-0.4666666666666667,2.933333333333333
2020-09-23 14:57:00,-4.044444444444444,3.5555555555555554,0.2,-5.4,-4.4222222222222225,-5.8,-1.6888888888888889,-0.9111111111111111,-2.6,2.5555555555555554,-0.5777777777777777,2.8666666666666667
2020-09-23 14:58:00,-4.333333333333333,3.466666666666667,0.28888888888888886,-5.5777777777777775,-4.333333333333333,-5.977777777777778,-1.711111111111111,-1.0,-2.511111111111111,2.6,-0.6888888888888889,2.8
2020-09-23 14:59:00,-4.644444444444445,3.3555555555555556,0.4,-5.7555555555555555,-4.2444444444444445,-6.2,-1.7555555555555555,-1.0888888888888888,-2.4,2.688888888888889,-0.8444444444444444,2.7333333333333334
2020-09-23 15:00:00,-4.933333333333334,3.2222222222222223,0.5111111111111111,-5.933333333333334,-4.155555555555556,-6.4222222222222225,-1.8,-1.1777777777777778,-2.2444444444444445,2.7333333333333334,-1.0,2.6666666666666665
2020-09-23 15:01:00,-5.2,3.111111111111111,0.6666666666666666,-6.133333333333334,-4.066666666666666,-6.644444444444445,-1.8444444444444446,-1.2444444444444445,-2.088888888888889,2.8222222222222224,-1.2,2.6222222222222222
2020-09-23 15:02:00,-5.4222222222222225,2.977777777777778,0.8666666666666667,-6.355555555555555,-3.977777777777778,-6.844444444444444,-1.9333333333333333,-1.3333333333333333,-1.9111111111111112,2.888888888888889,-1.4,2.6
2020-09-23 15:03:00,-5.644444444444445,2.8666666666666667,1.0666666666666667,-6.622222222222222,-3.888888888888889,-7.0,-2.0,-1.4222222222222223,-1.7555555555555555,2.9555555555555557,-1.6,2.6
2020-09-23 15:04:00,-5.822222222222222,2.7111111111111112,1.2444444444444445,-6.866666666666666,-3.8,-7.111111111111111,-2.088888888888889,-1.5555555555555556,-1.6222222222222222,3.0444444444444443,-1.7777777777777777,2.6222222222222222
2020-09-23 15:05:00,-5.955555555555556,2.5555555555555554,1.4,-7.111111111111111,-3.7333333333333334,-7.2444444444444445,-2.1333333333333333,-1.6888888888888889,-1.511111111111111,3.111111111111111,-1.9333333333333333,2.688888888888889
2020-09-23 15:06:00,-6.088888888888889,2.3555555555555556,1.6,-7.333333333333333,-3.6222222222222222,-7.4222222222222225,-2.1777777777777776,-1.7777777777777777,-1.4,3.2,-2.111111111111111,2.7555555555555555
2020-09-23 15:07:00,-6.266666666666667,2.1333333333333333,1.8,-7.511111111111111,-3.511111111111111,-7.622222222222222,-2.2666666666666666,-1.9111111111111112,-1.2666666666666666,3.2888888888888888,-2.2888888888888888,2.8222222222222224
2020-09-23 15:08:00,-6.444444444444445,1.9333333333333333,2.0,-7.711111111111111,-3.3555555555555556,-7.844444444444444,-2.311111111111111,-2.066666666666667,-1.0888888888888888,3.3555555555555556,-2.422222222222222,2.888888888888889
2020-09-23 15:09:00,-6.644444444444445,1.7333333333333334,2.2,-7.866666666666666,-3.1777777777777776,-8.022222222222222,-2.311111111111111,-2.2,-0.9333333333333333,3.4444444444444446,-2.577777777777778,2.9555555555555557
2020-09-23 15:10:00,-6.8,1.5777777777777777,2.422222222222222,-8.0,-3.0,-8.177777777777777,-2.2888888888888888,-2.3333333333333335,-0.8,3.533333333333333,-2.7777777777777777,3.022222222222222
2020-09-23 15:11:00,-6.977777777777778,1.4666666666666666,2.6444444444444444,-8.133333333333333,-2.8444444444444446,-8.355555555555556,-2.2666666666666666,-2.4444444444444446,-0.6888888888888889,3.6,-2.9555555555555557,3.0444444444444443
2020-09-23 15:12:00,-7.133333333333334,1.3777777777777778,2.8222222222222224,-8.244444444444444,-2.6666666666666665,-8.511111111111111,-2.2444444444444445,-2.533333333333333,-0.5777777777777777,3.6666666666666665,-3.111111111111111,3.111111111111111
2020-09-23 15:13:00,-7.266666666666667,1.2444444444444445,3.022222222222222,-8.311111111111112,-2.466666666666667,-8.688888888888888,-2.2444444444444445,-2.6222222222222222,-0.4666666666666667,3.7333333333333334,-3.2444444444444445,3.2
2020-09-23 15:14:00,-7.4,1.1333333333333333,3.2444444444444445,-8.4,-2.2666666666666666,-8.844444444444445,-2.2222222222222223,-2.7111111111111112,-0.3333333333333333,3.7555555555555555,-3.3555555555555556,3.3333333333333335
2020-09-23 15:15:00,-7.511111111111111,1.0222222222222221,3.4444444444444446,-8.488888888888889,-2.066666666666667,-9.022222222222222,-2.1555555555555554,-2.7777777777777777,-0.24444444444444444,3.7333333333333334,-3.466666666666667,3.422222222222222
2020-09-23 15:16:00,-7.6,0.8666666666666667,3.6222222222222222,-8.622222222222222,-1.8666666666666667,-9.2,-2.066666666666667,-2.8,-0.17777777777777778,3.7555555555555555,-3.533333333333333,3.533333333333333
2020-09-23 15:17:00,-7.644444444444445,0.7333333333333333,3.8,-8.755555555555556,-1.6666666666666667,-9.355555555555556,-1.9555555555555555,-2.8444444444444446,-0.1111111111111111,3.7333333333333334,-3.577777777777778,3.6666666666666665
2020-09-23 15:18:00,-7.711111111111111,0.5777777777777777,3.977777777777778,-8.844444444444445,-1.488888888888889,-9.533333333333333,-1.8444444444444446,-2.8444444444444446,-0.022222222222222223,3.688888888888889,-3.6444444444444444,3.8
2020-09-23 15:19:00,-7.8,0.4222222222222222,4.2,-8.977777777777778,-1.3333333333333333,-9.666666666666666,-1.711111111111111,-2.8666666666666667,0.06666666666666667,3.6222222222222222,-3.7111111111111112,3.9555555555555557
2020-09-23 15:20:00,-7.888888888888889,0.24444444444444444,4.4222222222222225,-9.155555555555555,-1.1555555555555554,-9.755555555555556,-1.5555555555555556,-2.8444444444444446,0.13333333333333333,3.577777777777778,-3.7333333333333334,4.133333333333334
2020-09-23 15:21:00,-7.977777777777778,0.1111111111111111,4.666666666666667,-9.333333333333334,-1.0,-9.822222222222223,-1.4444444444444444,-2.8,0.2,3.5555555555555554,-3.7111111111111112,4.311111111111111
2020-09-23 15:22:00,-8.022222222222222,0.0,4.933333333333334,-9.533333333333333,-0.8444444444444444,-9.866666666666667,-1.3333333333333333,-2.7333333333333334,0.28888888888888886,3.577777777777778,-3.7111111111111112,4.466666666666667
2020-09-23 15:23:00,-8.022222222222222,-0.1111111111111111,5.222222222222222,-9.777777777777779,-0.7111111111111111,-9.911111111111111,-1.2444444444444445,-2.6666666666666665,0.3333333333333333,3.5555555555555554,-3.7333333333333334,4.6
2020-09-23 15:24:00,-7.977777777777778,-0.2222222222222222,5.511111111111111,-10.022222222222222,-0.6,-9.977777777777778,-1.2,-2.6222222222222222,0.35555555555555557,3.511111111111111,-3.7333333333333334,4.711111111111111
2020-09-23 15:25:00,-7.933333333333334,-0.3333333333333333,5.7555555555555555,-10.266666666666667,-0.4888888888888889,-10.0,-1.1111111111111112,-2.577777777777778,0.37777777777777777,3.466666666666667,-3.7555555555555555,4.844444444444444
2020-09-23 15:26:00,-7.888888888888889,-0.4888888888888889,5.955555555555556,-10.466666666666667,-0.35555555555555557,-10.022222222222222,-1.0,-2.511111111111111,0.4,3.466666666666667,-3.7333333333333334,4.977777777777778
2020-09-23 15:27:00,-7.822222222222222,-0.6,6.111111111111111,-10.688888888888888,-0.2222222222222222,-10.066666666666666,-0.8888888888888888,-2.466666666666667,0.4444444444444444,3.466666666666667,-3.7111111111111112,5.111111111111111
2020-09-23 15:28:00,-7.777777777777778,-0.6888888888888889,6.222222222222222,-10.911111111111111,-0.08888888888888889,-10.088888888888889,-0.7555555555555555,-2.4444444444444446,0.4666666666666667,3.488888888888889,-3.688888888888889,5.222222222222222
2020-09-23 15:29:00,-7.733333333333333,-0.7777777777777778,6.355555555555555,-11.088888888888889,0.06666666666666667,-10.066666666666666,-0.5777777777777777,-2.466666666666667,0.5111111111111111,3.488888888888889,-3.6666666666666665,5.288888888888889
2020-09-23 15:30:00,-7.644444444444445,-0.8666666666666667,6.444444444444445,-11.266666666666667,0.2,-10.044444444444444,-0.37777777777777777,-2.511111111111111,0.5777777777777777,3.533333333333333,-3.6222222222222222,5.355555555555555
2020-09-23 15:31:00,-7.533333333333333,-0.9777777777777777,6.511111111111111,-11.422222222222222,0.3111111111111111,-10.022222222222222,-0.13333333333333333,-2.533333333333333,0.6222222222222222,3.6,-3.5555555555555554,5.4
2020-09-23 15:32:00,-7.444444444444445,-1.0666666666666667,6.622222222222222,-11.577777777777778,0.4222222222222222,-9.977777777777778,0.1111111111111111,-2.5555555555555554,0.6666666666666666,3.6444444444444444,-3.533333333333333,5.4222222222222225
2020-09-23 15:33:00,-7.377777777777778,-1.2,6.711111111111111,-11.733333333333333,0.5333333333333333,-9.88888888888889,0.3111111111111111,-2.533333333333333,0.7333333333333333,3.7111111111111112,-3.533333333333333,5.444444444444445
2020-09-23 15:34:00,-7.355555555555555,-1.3555555555555556,6.777777777777778,-11.866666666666667,0.6444444444444445,-9.822222222222223,0.4666666666666667,-2.511111111111111,0.8444444444444444,3.8,-3.5555555555555554,5.466666666666667
2020-09-23 15:35:00,-7.288888888888889,-1.511111111111111,6.844444444444444,-11.977777777777778,0.7777777777777778,-9.733333333333333,0.6,-2.533333333333333,1.0,3.8666666666666667,-3.5555555555555554,5.466666666666667
2020-09-23 15:36:00,-7.222222222222222,-1.6444444444444444,6.888888888888889,-12.088888888888889,0.9555555555555556,-9.6,0.7555555555555555,-2.511111111111111,1.2,3.933333333333333,-3.533333333333333,5.466666666666667
2020-09-23 15:37:00,-7.111111111111111,-1.8,6.933333333333334,-12.177777777777777,1.1111111111111112,-9.511111111111111,0.9111111111111111,-2.533333333333333,1.4,4.022222222222222,-3.511111111111111,5.466666666666667
2020-09-23 15:38:00,-6.977777777777778,-1.9555555555555555,6.977777777777778,-12.244444444444444,1.2666666666666666,-9.422222222222222,1.0444444444444445,-2.533333333333333,1.6444444444444444,4.155555555555556,-3.466666666666667,5.466666666666667
2020-09-23 15:39:00,-6.822222222222222,-2.1555555555555554,7.066666666666666,-12.311111111111112,1.4222222222222223,-9.28888888888889,1.1777777777777778,-2.533333333333333,1.8888888888888888,4.2444444444444445,-3.466666666666667,5.4222222222222225
2020-09-23 15:40:00,-6.622222222222222,-2.311111111111111,7.133333333333334,-12.355555555555556,1.5777777777777777,-9.133333333333333,1.3111111111111111,-2.533333333333333,2.1555555555555554,4.333333333333333,-3.4444444444444446,5.377777777777778
2020-09-23 15:41:00,-6.377777777777778,-2.488888888888889,7.2444444444444445,-12.355555555555556,1.7555555555555555,-9.022222222222222,1.4222222222222223,-2.488888888888889,2.422222222222222,4.4222222222222225,-3.4,5.377777777777778
2020-09-23 15:42:00,-6.088888888888889,-2.6444444444444444,7.355555555555555,-12.355555555555556,1.9555555555555555,-8.88888888888889,1.5333333333333334,-2.422222222222222,2.6444444444444444,4.511111111111111,-3.3555555555555556,5.4222222222222225
2020-09-23 15:43:00,-5.822222222222222,-2.8,7.4222222222222225,-12.355555555555556,2.1333333333333333,-8.755555555555556,1.6222222222222222,-2.3555555555555556,2.8666666666666667,4.555555555555555,-3.2666666666666666,5.4222222222222225
2020-09-23 15:44:00,-5.555555555555555,-2.911111111111111,7.488888888888889,-12.355555555555556,2.2666666666666666,-8.622222222222222,1.6888888888888889,-2.2666666666666666,3.088888888888889,4.5777777777777775,-3.1333333333333333,5.377777777777778
2020-09-23 15:45:00,-5.288888888888889,-3.022222222222222,7.533333333333333,-12.311111111111112,2.422222222222222,-8.444444444444445,1.7333333333333334,-2.1777777777777776,3.311111111111111,4.644444444444445,-2.977777777777778,5.333333333333333
2020-09-23 15:46:00,-5.066666666666666,-3.1333333333333333,7.5777777777777775,-12.222222222222221,2.5555555555555554,-8.222222222222221,1.7555555555555555,-2.111111111111111,3.5555555555555554,4.688888888888889,-2.7777777777777777,5.288888888888889
2020-09-23 15:47:00,-4.866666666666666,-3.2222222222222223,7.6,-12.133333333333333,2.7333333333333334,-8.044444444444444,1.8,-2.0444444444444443,3.7777777777777777,4.733333333333333,-2.6222222222222222,5.2444444444444445
2020-09-23 15:48:00,-4.622222222222222,-3.311111111111111,7.5777777777777775,-12.044444444444444,2.8666666666666667,-7.866666666666666,1.8444444444444446,-1.9777777777777779,4.022222222222222,4.777777777777778,-2.466666666666667,5.2
2020-09-23 15:49:00,-4.377777777777778,-3.3777777777777778,7.5777777777777775,-11.955555555555556,2.977777777777778,-7.733333333333333,1.9111111111111112,-1.8888888888888888,4.311111111111111,4.844444444444444,-2.2888888888888888,5.133333333333334
2020-09-23 15:50:00,-4.155555555555556,-3.4,7.6,-11.822222222222223,3.111111111111111,-7.6,1.9777777777777779,-1.8444444444444446,4.5777777777777775,4.933333333333334,-2.088888888888889,5.044444444444444
2020-09-23 15:51:00,-3.9555555555555557,-3.4,7.622222222222222,-11.71111111111111,3.2444444444444445,-7.466666666666667,2.066666666666667,-1.8222222222222222,4.844444444444444,4.977777777777778,-1.8666666666666667,4.955555555555556
2020-09-23 15:52:00,-3.7555555555555555,-3.3555555555555556,7.644444444444445,-11.644444444444444,3.3555555555555556,-7.333333333333333,2.1777777777777776,-1.7777777777777777,5.088888888888889,4.977777777777778,-1.6444444444444444,4.866666666666666
2020-09-23 15:53:00,-3.577777777777778,-3.3555555555555556,7.711111111111111,-11.555555555555555,3.422222222222222,-7.222222222222222,2.2444444444444445,-1.711111111111111,5.311111111111111,5.0,-1.4666666666666666,4.777777777777778
2020-09-23 15:54:00,-3.4,-3.3333333333333335,7.8,-11.466666666666667,3.466666666666667,-7.133333333333334,2.2666666666666666,-1.6222222222222222,5.555555555555555,5.022222222222222,-1.3111111111111111,4.666666666666667
2020-09-23 15:55:00,-3.2444444444444445,-3.3333333333333335,7.866666666666666,-11.377777777777778,3.511111111111111,-7.066666666666666,2.2888888888888888,-1.5555555555555556,5.822222222222222,5.044444444444444,-1.1555555555555554,4.6
2020-09-23 15:56:00,-3.111111111111111,-3.3333333333333335,7.933333333333334,-11.266666666666667,3.5555555555555554,-7.022222222222222,2.311111111111111,-1.488888888888889,6.088888888888889,5.066666666666666,-1.0222222222222221,4.5777777777777775
2020-09-23 15:57:00,-2.977777777777778,-3.3333333333333335,8.0,-11.177777777777777,3.577777777777778,-7.0,2.3333333333333335,-1.4222222222222223,6.311111111111111,5.066666666666666,-0.9333333333333333,4.511111111111111
2020-09-23 15:58:00,-2.8666666666666667,-3.311111111111111,8.044444444444444,-11.133333333333333,3.6,-6.933333333333334,2.3777777777777778,-1.3777777777777778,6.488888888888889,5.066666666666666,-0.8666666666666667,4.444444444444445
2020-09-23 15:59:00,-2.7777777777777777,-3.311111111111111,8.066666666666666,-11.11111111111111,3.6444444444444444,-6.866666666666666,2.4,-1.3111111111111111,6.688888888888889,5.066666666666666,-0.8,4.355555555555555
2020-09-23 16:00:00,-2.7333333333333334,-3.2888888888888888,8.066666666666666,-11.11111111111111,3.6444444444444444,-6.777777777777778,2.3777777777777778,-1.2222222222222223,6.933333333333334,5.066666666666666,-0.7555555555555555,4.288888888888889
2020-09-23 16:01:00,-2.7333333333333334,-3.2222222222222223,8.088888888888889,-11.11111111111111,3.6,-6.733333333333333,2.3555555555555556,-1.1777777777777778,7.177777777777778,5.044444444444444,-0.7111111111111111,4.222222222222222
2020-09-23 16:02:00,-2.7333333333333334,-3.1777777777777776,8.133333333333333,-11.133333333333333,3.533333333333333,-6.711111111111111,2.3333333333333335,-1.1333333333333333,7.444444444444445,5.022222222222222,-0.6888888888888889,4.177777777777778
